City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3449747,Santa Vitória do Palmar,BR,-33.5189,-53.3681,62.2,75,45,3.8
1337619,Ugoofaaru,MV,5.6667,73.0,83.23,69,97,11.18
1496511,Novy Urengoy,RU,66.0833,76.6333,45.73,86,100,8.3
2032201,Bulgan,MN,48.8125,103.5347,43.48,90,81,0.89
2669047,Timrå,SE,62.487,17.3257,53.89,96,90,3.44
5119251,Greece,US,43.2098,-77.6931,75.36,57,51,4.0
6096551,Pangnirtung,CA,66.1451,-65.7125,35.6,87,20,11.5
365742,Torit,SS,4.4133,32.5678,75.81,73,88,4.56
3386213,Touros,BR,-5.1989,-35.4608,86.9,55,9,19.57
2145554,Ulladulla,AU,-35.35,150.4667,61.7,39,0,9.04
2264557,Ponta do Sol,PT,32.6667,-17.1,81.25,70,0,7.45
1056899,Sambava,MG,-14.2667,50.1667,72.19,68,40,16.08
517739,Novouzensk,RU,50.4592,48.1431,60.84,36,0,7.72
2381334,Atar,MR,20.5169,-13.0499,104.4,23,92,6.62
3372964,Lagoa,PT,39.05,-27.9833,69.04,71,99,23.06
5411479,Alamosa,US,37.4695,-105.87,69.82,26,1,4.61
2314705,Kikwit,CD,-5.041,18.8162,86.58,37,75,1.81
1645528,Denpasar,ID,-8.65,115.2167,78.46,94,75,6.91
4470244,Havelock,US,34.8791,-76.9013,78.51,61,0,3.0
1492607,Severnoye,RU,56.3491,78.3619,42.75,85,31,5.32
933416,Manyana,BW,-23.4,21.7167,69.12,19,0,8.43
1272864,Dhārchula,IN,29.85,80.5333,69.91,78,97,3.91
2450173,Taoudenni,ML,22.6783,-3.9836,112.75,7,12,11.36
1252668,Ziro,IN,27.6333,93.8333,58.3,93,85,1.88
498001,Sebezh,RU,56.2955,28.4654,64.94,73,83,3.8
4033557,Tautira,PF,-17.7333,-149.15,69.82,64,39,13.09
6053446,Lewisporte,CA,49.2499,-55.0482,67.48,55,69,18.25
1855540,Naze,JP,28.3667,129.4833,76.59,82,100,3.87
2214432,Nālūt,LY,30.3333,10.85,98.17,12,12,9.86
1538641,Kedrovyy,RU,56.1667,91.8167,46.81,94,99,4.63
5592562,Emmett,US,43.8735,-116.4993,54.07,47,0,2.8
197745,Garissa,KE,-0.4536,39.6401,82.45,45,49,24.99
1106677,Bambous Virieux,MU,-20.3428,57.7575,71.85,78,40,13.8
8010683,Porto Santo,PT,33.072,-16.3415,79.18,69,40,16.11
1650064,Tabat,ID,-2.635,115.2274,73.87,98,86,1.81
2961459,Skibbereen,IE,51.55,-9.2667,62.4,75,100,7.58
3354178,Ongandjera,NA,-17.8833,15.0667,80.22,13,0,8.14
8079926,Labuhan,ID,-6.8844,112.2051,79.07,82,99,5.06
2013639,Verkhnevilyuysk,RU,63.4453,120.3167,45.7,72,70,4.25
3839307,Rawson,AR,-43.3002,-65.1023,60.03,61,100,24.2
3691954,Sechura,PE,-5.5569,-80.8222,69.48,71,95,9.78
3395473,Papara,BR,-3.9839,-38.7273,86.4,32,5,13.31
3622228,Puntarenas,CR,9.9763,-84.8384,87.73,72,91,5.21
5883166,Alberton,CA,46.8168,-64.0654,60.71,60,49,13.87
214575,Kampene,CD,-3.6,26.6667,76.62,66,70,4.03
3595725,Flores,GT,16.9226,-89.8994,86.92,60,100,4.99
898947,Senanga,ZM,-16.1167,23.2667,75.18,24,20,6.71
3457135,Miracatu,BR,-24.2814,-47.4597,74.01,67,100,0.76
1630723,Poso,ID,-1.3959,120.7524,76.03,88,99,2.95
3421982,Maniitsoq,GL,65.4167,-52.9,41.14,39,68,6.91
5861897,Fairbanks,US,64.8378,-147.7164,41.36,92,1,0.0
2136825,Isangel,VU,-19.55,169.2667,68.49,72,18,10.87
648090,Lieksa,FI,63.3167,30.0167,51.85,80,72,3.91
5905393,Bonavista,CA,48.6499,-53.1147,69.8,67,22,21.36
6111696,Port-Cartier,CA,50.0334,-66.8654,64.8,45,55,14.16
2180815,Tuatapere,NZ,-46.1333,167.6833,46.81,86,100,11.14
2757220,Den Helder,NL,52.9599,4.7593,66.11,88,90,13.8
365763,Tonj,SS,7.2737,28.6822,74.12,86,94,0.34
2126123,Chokurdakh,RU,70.6333,147.9167,35.56,66,100,12.12
2630299,Hofn,IS,64.2539,-15.2082,53.29,75,20,6.69
187585,Marsabit,KE,2.3284,37.9899,72.73,38,99,22.59
6127749,Rosetown,CA,51.5501,-108.0014,55.38,58,100,12.66
2647356,Hastings,GB,50.8552,0.5729,66.87,81,55,13.91
5962442,Goderich,CA,43.7501,-81.7165,72.18,64,22,18.41
3489854,Kingston,JM,17.997,-76.7936,90.61,60,20,3.0
3531368,Celestún,MX,20.8667,-90.4,79.21,80,100,10.94
2446796,Bilma,NE,18.6853,12.9164,101.43,14,44,9.24
2119283,Zyryanka,RU,65.75,150.85,32.25,68,67,4.03
3466980,Caravelas,BR,-17.7125,-39.2481,82.11,59,3,10.36
2396518,Port-Gentil,GA,-0.7193,8.7815,73.36,94,90,6.91
3421193,Paamiut,GL,61.994,-49.6678,44.17,94,100,8.79
3382160,Cayenne,GF,4.9333,-52.3333,85.08,72,40,4.0
2020591,Magdagachi,RU,53.45,125.8,45.21,97,73,3.02
4004293,Ixtapa,MX,20.7,-105.2,85.23,74,1,2.3
2032614,Baruun-Urt,MN,46.6806,113.2792,52.9,61,91,10.31
3893629,Coquimbo,CL,-29.9533,-71.3436,56.93,76,90,14.97
508034,Podporozh'ye,RU,60.9112,34.1706,47.68,97,100,4.65
527321,Mezen',RU,65.8522,44.24,39.02,85,69,6.98
2015913,Suntar,RU,62.1444,117.6319,51.19,92,74,1.28
4034496,Fare,PF,-16.7,-151.0167,76.32,74,28,15.14
933726,Tshane,BW,-24.0196,21.8684,70.5,17,0,9.89
2206874,Waipawa,NZ,-41.4122,175.5153,44.06,91,4,5.53
4031742,Egvekinot,RU,66.3167,-179.1667,26.83,77,100,24.85
1150489,Tak,TH,16.5833,98.8333,67.6,97,96,3.6
2016735,Sherlovaya Gora,RU,50.5667,116.25,46.11,92,88,4.09
933726,Hukuntsi,BW,-24.0,21.75,70.88,17,0,10.83
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,58,75,8.05
520552,Nizhniy Odes,RU,63.6445,54.856,40.23,95,100,5.84
6144312,Sept-Îles,CA,50.2001,-66.3821,65.12,54,40,13.0
3419842,Sisimiut,GL,66.9395,-53.6735,37.74,31,9,9.62
2038154,Changping,CN,40.2186,116.2197,74.84,95,20,5.59
701104,Milove,UA,49.3787,40.1302,65.16,55,20,9.55
3893726,Constitución,CL,-35.3333,-72.4167,54.41,89,100,24.27
534560,Svirstroy,RU,60.7999,33.7248,48.27,96,100,5.28
7671223,Kloulklubed,PW,7.0419,134.2556,75.7,79,100,9.26
2122389,Ossora,RU,59.2353,163.0719,36.16,84,77,12.62
1626542,Sorong,ID,-0.8833,131.25,78.64,85,99,4.54
2120591,Tilichiki,RU,60.4667,166.1,34.9,73,80,17.76
3671450,Inírida,CO,3.8653,-67.9239,84.43,70,87,2.82
4033375,Tevaitoa,PF,-16.7833,-151.5,77.54,66,29,15.43
2643825,Lochgilphead,GB,56.038,-5.4321,58.95,90,91,10.38
895269,Beitbridge,ZW,-22.2167,30.0,71.38,29,0,9.51
3424607,Tasiilaq,GL,65.6145,-37.6368,39.36,57,79,5.53
2269494,Castro Verde Municipality,PT,37.6983,-8.0858,89.02,32,27,12.82
3361142,Springbok,ZA,-29.6643,17.8865,62.96,27,23,7.02
3393536,Olinda,BR,-8.0089,-34.8553,82.13,57,40,12.66
155921,Liwale,TZ,-9.7667,37.9333,77.2,41,31,7.34
3374083,Bathsheba,BB,13.2167,-59.5167,88.05,80,40,16.11
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,75.06,83,75,11.5
3579925,St. George's,GD,12.0564,-61.7485,87.48,74,20,20.71
2015701,Taksimo,RU,56.3444,114.8794,52.0,89,100,0.85
2312888,Mbanza-Ngungu,CD,-5.25,14.8667,75.6,70,88,4.61
368246,Raja,SS,8.4596,25.678,72.64,91,42,3.78
86049,Jalu,LY,29.0331,21.5482,94.37,21,0,3.69
3423146,Ilulissat,GL,69.2167,-51.1,28.42,34,1,5.75
924572,Nsanje,MW,-16.92,35.262,72.77,59,41,5.17
2094342,Kavieng,PG,-2.5744,150.7967,81.84,76,40,13.11
304183,Muğla Province,TR,37.2303,28.3557,70.47,33,0,6.91
5158275,Huron,US,41.1501,-82.5499,75.61,61,11,18.34
5942798,Drumheller,CA,51.4617,-112.7101,54.23,94,100,3.44
1337617,Muli,MV,2.9167,73.5667,83.73,68,100,7.99
2036581,Jiamusi,CN,46.8333,130.35,47.39,93,91,5.66
2276492,Harper,LR,4.375,-7.7169,82.04,74,50,10.29
1490796,Strezhevoy,RU,60.7333,77.5889,48.18,95,100,5.68
1624041,Ternate,ID,0.8,127.4,77.31,85,100,3.85
2984701,Quimper,FR,48.0,-4.1,68.58,68,0,4.61
4853423,Davenport,US,41.5236,-90.5776,79.48,69,1,5.75
1488920,Turochak,RU,52.2576,87.1224,52.79,64,100,3.62
5710035,West Wendover,US,40.7391,-114.0733,67.21,64,20,4.61
2181625,Te Anau,NZ,-45.4167,167.7167,41.11,97,100,8.39
3933104,Pangoa,PE,-12.1167,-73.0,84.9,48,84,3.47
2121373,Seymchan,RU,62.8833,152.4333,28.54,76,31,3.02
5321473,Winslow,US,35.0242,-110.6974,78.96,34,1,1.01
2194098,Ahipara,NZ,-35.1667,173.1667,51.44,74,42,4.41
2119538,Yelizovo,RU,53.1873,158.3805,30.34,86,0,6.71
1649150,Bengkulu,ID,-3.8004,102.2655,76.41,91,90,6.42
2088163,Popondetta,PG,-8.7537,148.2534,71.67,87,65,3.11
2447513,Arlit,NE,18.7369,7.3853,106.72,10,95,9.06
133964,Garmsār,IR,35.2182,52.3409,86.72,19,0,7.96
1855852,Nakanojōmachi,JP,36.5833,138.85,70.93,93,84,3.53
3470137,Belmonte,BR,-15.8631,-38.8828,82.4,63,17,10.87
1514792,Gazojak,TM,41.1875,61.4036,69.76,15,0,8.88
515805,Oktyabr'skoye,RU,43.0645,44.7417,62.74,82,90,6.71
1278508,Anūppur,IN,23.1,81.6833,75.85,88,97,4.09
3685418,Cunday,CO,4.06,-74.6921,83.35,61,85,4.65
1497543,Nizhnevartovsk,RU,60.9344,76.5531,48.22,100,90,8.95
2173125,Burnie,AU,-41.0667,145.9167,44.82,84,49,10.56
2034995,Shanhecun,CN,44.7,127.2,46.49,96,19,5.91
240210,Birao,CF,10.2849,22.7882,74.95,87,54,1.9
1278969,Along,IN,28.1667,94.7667,75.65,85,98,2.42
2522890,Tortolì,IT,39.9256,9.6572,73.29,64,40,8.05
2324857,Pindiga,NG,9.9833,10.9333,87.1,76,72,5.32
839658,Chernenko,RU,44.365,39.3103,59.97,96,100,2.21
3381428,Iracoubo,GF,5.4802,-53.2011,85.01,66,7,14.14
1789065,Ankang,CN,32.68,109.0172,71.49,88,0,2.95
3391889,Pitimbu,BR,-7.4706,-34.8086,84.79,60,44,14.56
3516171,Barra de Tecoanapa,MX,16.5167,-98.75,84.33,65,85,4.34
469005,Yaransk,RU,57.3033,47.8861,47.8,65,98,6.11
110690,Faya,SA,18.3851,42.4509,75.72,67,81,6.64
2487130,Sidi Ali,DZ,36.0998,0.4206,80.96,46,3,11.25
2127060,Arman',RU,59.7,150.1667,34.07,65,2,7.92
463355,Zheleznodorozhnyy,RU,55.7503,38.0042,61.11,88,100,5.06
5712169,Baker City,US,44.7749,-117.8344,49.71,93,1,0.0
1636544,Manado,ID,1.487,124.8455,75.97,100,40,0.0
1242110,Kalmunai,LK,7.4167,81.8167,82.15,66,98,7.52
2701713,Karlskrona,SE,56.1616,15.5866,68.45,93,77,7.25
6171633,Ucluelet,CA,48.9329,-125.5528,57.51,96,100,7.78
1529102,Ürümqi,CN,43.801,87.6005,63.55,42,0,2.24
3527795,Escárcega,MX,18.6089,-90.7454,76.64,89,100,4.47
293842,Kiryat Gat,IL,31.61,34.7642,78.69,57,3,9.42
1257237,Sārangpur,IN,23.5667,76.4667,74.75,94,75,6.89
1500036,Makushino,RU,55.2103,67.2442,43.99,78,100,13.35
2027296,Aykhal,RU,66.0,111.5,41.92,79,35,3.04
3115824,Muros,ES,42.7762,-9.0603,75.54,69,99,1.9
6255012,Flinders,AU,-34.5833,150.8552,61.93,48,0,10.69
3348078,Kuito,AO,-12.3833,16.9333,71.62,22,92,4.43
1076194,Andilamena,MG,-17.0167,48.5833,58.66,94,72,11.23
513898,Otradnoye,RU,59.7775,30.8181,64.45,99,35,5.21
1495797,Ovsyanka,RU,55.9575,92.5519,49.17,91,95,3.62
2377457,Nouadhibou,MR,20.931,-17.0347,89.58,62,98,9.22
1793424,Taku,CN,39.0211,117.6469,78.76,88,99,15.79
5563839,Fortuna,US,40.5982,-124.1573,59.4,64,1,3.0
5850554,Makakilo City,US,21.3469,-158.0858,71.85,82,90,6.91
102527,Sakakah,SA,29.9697,40.2064,94.57,23,0,10.33
3663516,Mâncio Lima,BR,-7.6142,-72.8958,78.87,78,75,3.44
1529651,Altay,CN,47.8667,88.1167,51.78,27,33,4.83
3675504,Manaure,CO,11.7751,-72.4445,90.48,51,100,23.89
2779229,Friesach,AT,46.9553,14.4058,74.7,75,59,0.74
2079582,Alyangula,AU,-13.8483,136.4192,71.47,88,44,4.61
2017215,Sangar,RU,63.9242,127.4739,43.05,65,90,2.51
2980080,Saint-François,FR,46.4154,3.9054,74.64,53,0,4.61
464790,Zapolyarnyy,RU,69.4154,30.8136,42.08,77,100,7.63
549786,Kholm,RU,59.2667,32.85,56.57,98,53,3.96
1213855,Sibolga,ID,1.7427,98.7792,77.14,90,98,1.48
300075,Suruç,TR,36.9761,38.425,86.2,44,0,21.25
3870243,Taltal,CL,-25.4,-70.4833,59.58,72,42,4.74
1512019,Aksarka,RU,66.5606,67.7975,40.46,86,100,6.17
1847947,Shingū,JP,33.7333,135.9833,77.92,90,88,3.96
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,82,20,13.8
3351014,Camacupa,AO,-12.0167,17.4833,77.47,18,84,3.76
2147714,Sydney,AU,-33.8679,151.2073,63.79,39,0,3.0
3441890,Departamento de Maldonado,UY,-34.6667,-54.9167,58.39,68,79,5.41
3838759,Rivadavia,AR,-33.1905,-68.4608,66.67,18,7,12.01
1643078,Indramayu,ID,-6.3264,108.32,81.23,72,100,10.96
4513583,Hamilton,US,39.1834,-84.5333,77.09,58,1,3.0
4155996,Fort Myers Beach,US,26.452,-81.9481,89.13,62,1,8.05
1526041,Atasū,KZ,48.6814,71.6433,54.16,86,100,10.98
1152202,Mae Ramat,TH,16.984,98.5166,72.23,100,100,1.88
2129513,Shimokizukuri,JP,40.8061,140.3861,64.47,93,13,5.59
3899539,Antofagasta,CL,-23.65,-70.4,61.88,66,77,8.77
3448903,São João da Barra,BR,-21.6403,-41.0511,78.89,72,100,9.57
5946820,Edson,CA,53.5835,-116.4356,55.51,88,20,5.75
1314759,Lashio,MM,22.9333,97.75,68.56,92,7,0.63
1244926,Hambantota,LK,6.1241,81.1185,80.37,78,88,17.94
2092164,Lorengau,PG,-2.0226,147.2712,80.06,82,92,7.87
1493004,Sargatskoye,RU,55.6101,73.4972,43.41,79,91,11.92
6355222,Yulara,AU,-25.2406,130.9889,58.84,14,0,9.22
3601402,Savannah Bight,HN,16.45,-85.85,91.45,78,100,22.82
107304,Buraidah,SA,26.326,43.975,97.25,13,25,11.39
3393692,Itarema,BR,-2.9248,-39.9167,86.58,59,12,20.22
1052373,Beira,MZ,-19.8436,34.8389,71.38,67,23,9.33
350203,Rosetta,EG,31.4044,30.4164,82.22,67,0,16.71
1496380,Odesskoye,RU,54.2111,72.9651,43.36,68,43,10.74
780687,Berlevåg,NO,70.8578,29.0864,42.49,73,82,10.27
3414079,Olafsvik,IS,64.8945,-23.7142,46.13,67,52,12.91
2278158,Buchanan,LR,5.8808,-10.0467,82.22,71,63,7.61
1176608,Islamkot,PK,24.6997,70.177,80.29,78,100,10.71
2167426,Emerald,AU,-23.5333,148.1667,60.94,77,4,3.44
57000,Hobyo,SO,5.3505,48.5268,78.48,84,33,30.18
1268059,Kanigiri,IN,15.4,79.5167,84.76,61,100,14.23
1608462,Nam Som,TH,17.7704,102.1895,76.32,86,70,3.24
74185,Jiblah,YE,13.9216,44.1467,68.34,71,52,4.5
2126682,Bilibino,RU,68.0546,166.4372,16.74,92,33,6.85
141584,Bāneh,IR,35.9975,45.8853,67.24,25,0,3.29
2108502,Honiara,SB,-9.4333,159.95,76.69,87,33,7.07
2121385,Severo-Kuril'sk,RU,50.6789,156.125,46.2,74,67,10.96
2122783,Katangli,RU,51.7102,143.2326,50.07,89,100,15.26
1524889,Chardara,KZ,41.2547,67.9692,67.48,26,0,9.69
1513990,Gazli,UZ,40.1333,63.45,72.14,12,0,10.18
3412888,Stykkisholmur,IS,65.0757,-22.7297,48.09,68,65,11.48
5391959,San Francisco,US,37.7749,-122.4194,61.65,88,20,5.01
3520994,Puerto Escondido,MX,15.85,-97.0667,84.29,73,99,7.36
934649,Cap Malheureux,MU,-19.9842,57.6142,71.47,76,25,8.01
2738381,Lata,PT,40.1629,-8.3327,80.42,46,75,5.57
1792916,Tianpeng,CN,30.9866,103.9393,73.87,74,88,1.9
330534,Mīzan Teferī,ET,6.9833,35.5833,61.52,97,93,2.33
4021858,Guerrero Negro,MX,27.9769,-114.0611,80.92,63,85,3.2
1637001,Luwuk,ID,-0.9516,122.7875,76.21,88,96,1.63
1235000,Minuwangoda,LK,7.1663,79.9533,82.33,78,75,14.97
2176639,Batemans Bay,AU,-35.7167,150.1833,65.91,46,0,7.34
5983720,Iqaluit,CA,63.7506,-68.5145,40.73,45,75,5.75
5461428,Chaves,US,33.3834,-104.4505,75.61,35,1,3.44
1567681,Son La,VN,21.3167,103.9,70.0,80,1,1.86
4529292,Altus,US,34.6381,-99.334,81.48,38,1,13.8
4012707,Cosalá,MX,24.4125,-106.6908,87.04,39,22,0.94
1529484,Kumul,CN,42.8,93.45,70.66,32,98,9.13
2629833,Husavik,IS,66.0449,-17.3389,49.91,79,100,3.09
5847486,Kailua,US,21.4022,-157.7394,72.57,65,79,11.79
363619,Yei,SS,4.095,30.6779,68.88,91,70,1.23
1489853,Tazovsky,RU,67.4667,78.7,38.14,88,41,7.47
3620680,Bluefields,NI,12.0137,-83.7635,84.27,84,40,4.61
2022304,Khorinsk,RU,52.1657,109.7726,44.1,86,89,3.87
1500933,Labytnangi,RU,66.6572,66.4183,39.85,87,100,1.99
1215502,Banda Aceh,ID,5.5577,95.3222,80.04,80,100,9.28
730478,Kermen,BG,42.5,26.25,78.62,27,20,4.61
2015646,Taldan,RU,53.6667,124.8,43.9,96,76,2.86
359792,Aswān,EG,24.0934,32.907,97.9,15,0,12.66
909299,Lundazi,ZM,-12.2929,33.1782,65.03,51,43,6.98
2012956,Yerbogachën,RU,61.2767,108.0108,43.09,73,99,0.67
5038045,Monticello,US,45.3055,-93.7941,70.92,69,1,11.5
5808079,Redmond,US,47.674,-122.1215,60.71,78,39,3.0
5851349,Nānākuli,US,21.3906,-158.1547,72.93,80,90,6.91
3372760,Praia da Vitória,PT,38.7333,-27.0667,73.65,64,40,23.06
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,86,0,6.71
2908661,Hauzenberg,DE,48.65,13.6333,71.35,69,87,1.01
2449938,Ténenkou,ML,14.4572,-4.9169,92.66,37,96,6.71
3778045,Maturin,VE,9.75,-63.1767,89.8,51,67,4.74
3664539,Coari,BR,-4.085,-63.1414,92.19,47,17,1.66
1510377,Belyy Yar,RU,53.6039,91.3903,57.09,54,0,6.71
1000543,Graaff-Reinet,ZA,-32.2522,24.5308,87.93,20,2,9.28
4696788,Hays,US,30.0502,-98.0336,82.81,43,0,1.01
303826,Niğde,TR,37.8333,34.75,59.13,47,3,3.67
1267222,Kesinga,IN,20.2,83.2333,77.76,90,99,1.66
1106643,Quatre Cocos,MU,-20.2078,57.7625,71.1,78,20,17.6
3395981,Maceió,BR,-9.6658,-35.7353,87.24,62,40,12.66
2396853,Omboué,GA,-1.5746,9.2618,77.7,79,100,9.46
6539309,Sinnai,IT,39.3042,9.2036,77.94,66,75,6.91
3581194,San Ignacio,BZ,17.1561,-89.0714,82.54,83,0,6.91
3452599,Posse,BR,-14.0931,-46.3694,99.72,12,7,2.59
1263942,Manavālakurichi,IN,8.1333,77.3,82.49,80,100,13.62
2013465,Verkhoyansk,RU,67.5447,133.385,43.7,60,30,3.02
866241,Myskhako,RU,44.6714,37.7433,62.38,75,100,2.24
5924351,Clyde River,CA,70.4692,-68.5914,32.94,80,92,17.9
1650434,Bambanglipuro,ID,-7.95,110.2833,76.5,89,88,11.68
3374333,Praia,CV,14.9215,-23.5087,84.74,65,75,8.05
1848976,Wajima,JP,37.4,136.9,72.09,80,0,7.0
4036284,Alofi,NU,-19.0595,-169.9187,71.49,100,100,6.91
5146711,Beachwood,US,41.4645,-81.5087,74.35,55,1,5.99
2161515,Kiama,AU,-34.6833,150.8667,62.08,49,0,11.63
2374583,Bubaque,GW,11.2833,-15.8333,80.24,79,100,13.53
1516048,Khovd,MN,48.0056,91.6419,55.45,36,0,2.42
986134,Kuruman,ZA,-27.4524,23.4325,73.99,15,0,9.95
2641598,Newport,GB,51.5877,-2.9984,65.17,73,100,11.7
